,acousticness,danceability,energy,instrumentalness,music_genre
4755,0.993,0.4029999999999999,0.0299,0.951,1
4756,0.764,0.427,0.362,4.06e-06,1
4760,0.92,0.225,0.155,0.899,1
4761,0.847,0.292,0.26,0.605,1
4765,0.937,0.298,0.228,0.894,1
4774,0.969,0.148,0.0837,0.949,1
4787,0.66,0.165,0.322,0.76,1
4793,0.967,0.0906,0.0301,0.0642,1
4794,0.984,0.501,0.00135,0.662,1
4799,0.918,0.143,0.0618,0.908,1
4800,0.965,0.492,0.123,0.93,1
4804,0.7909999999999999,0.345,0.215,0.301,1
4812,0.00188,0.275,0.7440000000000001,0.846,1
4814,0.677,0.0628,0.1119999999999999,0.912,1
4817,0.989,0.282,0.158,0.936,1
4818,0.906,0.122,0.289,0.922,1
4821,0.99,0.387,0.0451,0.913,1
4822,0.8759999999999999,0.205,0.265,0.847,1
4832,0.978,0.376,0.166,0.931,1
4834,0.0324,0.517,0.946,2.26e-06,1
4835,0.996,0.465,0.0311,0.96,1
4836,0.931,0.1,0.0832,0.8909999999999999,1
4839,0.889,0.35,0.147,0.255,1
4841,0.986,0.302,0.121,5.97e-06,1
4845,0.965,0.162,0.002,0.639,1
4846,0.899,0.1669999999999999,0.00602,0.8959999999999999,1
4852,0.994,0.282,0.0221,0.93,1
4860,0.00112,0.424,0.981,9.32e-05,1
4866,0.977,0.122,0.064,0.848,1
4875,0.5920000000000001,0.474,0.336,0.8909999999999999,1
4876,0.994,0.0696,0.00698,0.921,1
4881,0.906,0.478,0.255,0.899,1
4882,0.851,0.379,0.1689999999999999,0.648,1
4891,0.905,0.182,0.211,5.84e-06,1
4895,0.965,0.2739999999999999,0.0183,0.0819999999999999,1
4898,0.889,0.301,0.0431,0.2739999999999999,1
4899,0.983,0.287,0.12,0.00153,1
4900,0.993,0.367,0.019,0.914,1
4903,0.949,0.391,0.34,0.8270000000000001,1
4908,0.985,0.267,0.119,0.8590000000000001,1
4914,0.0857,0.2739999999999999,0.685,0.903,1
4916,0.8240000000000001,0.604,0.439,0.903,1
4919,0.713,0.461,0.309,0.00244,1
4920,0.938,0.258,0.242,0.000225,1
4926,0.957,0.213,0.173,0.00485,1
4927,0.952,0.523,0.0697,0.883,1
4929,0.00976,0.127,0.5479999999999999,0.337,1
4930,0.993,0.11,0.142,0.000466,1
4934,0.123,0.2689999999999999,0.789,0.00562,1
4937,0.989,0.36,0.00556,0.904,1
4942,0.99,0.435,0.0564,0.943,1
4945,0.922,0.154,0.128,0.8740000000000001,1
4949,0.992,0.178,0.154,0.867,1
4961,0.977,0.156,0.0392,0.0195,1
4962,0.94,0.27,0.0406,0.835,1
4967,0.861,0.296,0.1989999999999999,0.933,1
4969,0.675,0.462,0.41,0.0164,1
4970,0.888,0.14,0.0521,0.979,1
4972,0.989,0.115,0.0373,0.7020000000000001,1
4974,0.958,0.579,0.472,0.885,1
4984,3.13e-05,0.156,0.934,2.31e-05,1
4985,0.878,0.457,0.17,0.000365,1
4986,0.974,0.298,0.068,0.836,1
4987,0.95,0.0836,0.024,0.929,1
4989,0.8809999999999999,0.0888,0.0896,0.852,1
4992,0.942,0.1119999999999999,0.0568,0.835,1
4993,0.971,0.726,0.146,0.885,1
4995,0.984,0.2319999999999999,0.0292,0.893,1
4996,0.994,0.295,0.0589,0.941,1
4997,0.266,0.457,0.557,5.21e-06,1
4998,0.959,0.146,0.0485,0.938,1
5003,0.000294,0.437,0.949,0.835,1
5004,0.994,0.235,0.0738,0.835,1
5006,0.978,0.34,0.0317,0.8540000000000001,1
5008,0.79,0.474,0.439,0.4629999999999999,1
5018,0.885,0.28,0.0202,0.105,1
5025,0.748,0.6890000000000001,0.336,0.8420000000000001,1
5028,0.988,0.4039999999999999,0.074,0.914,1
5034,0.109,0.29,0.436,5.04e-05,1
5036,0.994,0.126,0.0722,0.00417,1
5037,0.691,0.135,0.1639999999999999,0.377,1
5039,0.989,0.246,0.1159999999999999,0.899,1
5040,0.64,0.4429999999999999,0.434,0.889,1
5043,0.7190000000000001,0.669,0.389,1.6100000000000002e-05,1
5044,0.0011,0.608,0.882,0.0,1
5045,0.0373,0.562,0.991,1.14e-05,1
5054,0.973,0.192,0.0412,0.826,1
5056,0.944,0.215,0.0791,0.8690000000000001,1
5061,0.984,0.242,0.0523,0.54,1
5063,0.923,0.2739999999999999,0.118,0.762,1
5065,0.813,0.461,0.3989999999999999,0.0138,1
5075,0.993,0.294,0.207,0.934,1
5081,0.0461,0.479,0.619,0.0004309999999999,1
5084,0.986,0.263,0.106,0.0,1
5086,0.989,0.106,0.0547,0.00902,1
5088,0.993,0.355,0.0528,0.802,1
5089,0.0015,0.237,0.871,0.00292,1
5090,0.72,0.602,0.441,4.09e-05,1
5092,0.938,0.555,0.0961,0.0119,1
5099,0.975,0.238,0.0566,0.867,1
5100,1.14e-05,0.294,0.921,8.04e-05,1
5103,0.846,0.233,0.28,0.0,1
5111,0.995,0.38,0.0178,0.921,1
5112,0.98,0.362,0.243,0.92,1
5114,0.951,0.273,0.128,0.928,1
5115,0.942,0.0845,0.138,0.943,1
5118,0.963,0.16,0.00783,0.6759999999999999,1
5123,0.995,0.44,0.00245,0.936,1
5128,0.991,0.23,0.013,0.917,1
5137,0.996,0.471,0.0177,0.914,1
5141,0.947,0.0887,0.0647,0.852,1
5146,0.967,0.503,0.304,0.0,1
5150,0.7909999999999999,0.2,0.171,0.958,1
5161,0.93,0.152,0.0567,0.625,1
5168,0.926,0.0665,0.0495,0.762,1
5170,0.977,0.258,0.114,2.96e-06,1
5173,0.995,0.297,0.0672,0.872,1
5180,0.8859999999999999,0.092,0.011,0.4629999999999999,1
5183,0.995,0.445,0.157,0.71,1
5184,0.989,0.422,0.217,0.865,1
5200,0.99,0.3229999999999999,0.0823,0.923,1
5201,0.995,0.3379999999999999,0.00719,0.946,1
5204,0.5870000000000001,0.178,0.173,0.00195,1
5205,0.946,0.4,0.114,1.5e-06,1
5206,0.711,0.159,0.218,0.8059999999999999,1
5207,0.426,0.5670000000000001,0.7070000000000001,3.07e-06,1
5213,0.979,0.2319999999999999,0.298,0.946,1
5214,0.958,0.195,0.162,0.6809999999999999,1
5216,0.0104,0.3389999999999999,0.792,0.0038799999999999,1
5220,0.8759999999999999,0.418,0.475,0.875,1
5221,0.956,0.525,0.292,0.8859999999999999,1
5222,0.619,0.159,0.104,3.1e-05,1
5227,0.992,0.342,0.0314,0.906,1
5233,0.973,0.304,0.0234,0.966,1
5236,0.812,0.348,0.165,5.97e-05,1
5237,0.903,0.134,0.005,0.205,1
5242,0.989,0.662,0.177,0.9,1
5244,0.986,0.141,0.0414,0.873,1
5249,0.981,0.537,0.103,0.931,1
5258,0.962,0.474,0.3779999999999999,0.0218,1
5259,0.985,0.775,0.33,0.0,1
5265,0.958,0.209,0.067,0.946,1
5266,0.000295,0.5710000000000001,0.906,1.01e-05,1
5267,0.000221,0.392,0.936,0.8390000000000001,1
5273,0.991,0.0623,0.0116,0.445,1
5278,0.992,0.204,0.1669999999999999,0.779,1
5281,0.996,0.487,0.00933,0.8390000000000001,1
5283,0.991,0.248,0.0445,0.8490000000000001,1
5288,0.0225,0.327,0.88,0.00199,1
5289,0.983,0.247,0.0767,0.941,1
5298,0.0128,0.308,0.5479999999999999,0.135,1
5308,0.753,0.288,0.382,0.8859999999999999,1
5309,0.536,0.16,0.115,0.898,1
5315,0.982,0.138,0.124,0.943,1
5317,0.873,0.3,0.14,0.00435,1
5319,0.608,0.162,0.247,0.4629999999999999,1
5325,0.8059999999999999,0.364,0.182,0.0267,1
5327,0.903,0.144,0.1369999999999999,0.888,1
5329,0.35,0.3929999999999999,0.389,0.0816,1
5333,0.391,0.557,0.638,0.186,1
5335,0.898,0.134,0.0386,0.882,1
5338,0.136,0.355,0.922,0.0138,1
5339,0.968,0.176,0.275,0.000177,1
5340,0.965,0.2269999999999999,0.235,0.8220000000000001,1
5345,1.13e-05,0.461,0.977,0.934,1
5347,0.897,0.132,0.0232,0.252,1
5354,0.6629999999999999,0.0969,0.291,0.914,1
5357,0.799,0.407,0.282,0.0,1
5358,0.00195,0.557,0.818,0.0,1
5359,0.988,0.441,0.213,0.917,1
5361,0.966,0.345,0.00561,0.976,1
5362,0.000143,0.446,0.779,1.1e-05,1
5365,0.7929999999999999,0.0994,0.121,0.8270000000000001,1
5367,0.91,0.154,0.0556,0.627,1
5374,0.9,0.119,0.369,0.784,1
5376,0.911,0.129,0.0538,0.122,1
5377,0.594,0.635,0.268,2.04e-06,1
5379,0.994,0.476,0.0685,0.938,1
5380,0.8320000000000001,0.322,0.395,5.98e-06,1
5391,0.934,0.1689999999999999,0.241,0.000149,1
5398,0.928,0.19,0.128,0.855,1
5401,0.995,0.376,0.00473,0.917,1
5404,0.871,0.21,0.114,0.00172,1
5413,0.993,0.176,0.218,0.00049,1
5415,0.921,0.0703,0.0796,0.918,1
5418,0.994,0.299,0.0319,0.928,1
5419,0.986,0.0737,0.209,0.903,1
5420,0.912,0.266,0.358,1.23e-05,1
5427,0.94,0.265,0.0322,0.94,1
5433,0.919,0.43,0.138,0.149,1
5435,0.738,0.486,0.276,0.742,1
5437,0.993,0.1669999999999999,0.0539,0.032,1
5439,1.75e-05,0.415,0.889,3.61e-05,1
5440,0.995,0.387,0.268,0.828,1
5441,0.264,0.2769999999999999,0.672,0.0649,1
5442,0.8440000000000001,0.292,0.0777,0.444,1
5443,0.989,0.183,0.0886,0.22,1
5448,0.995,0.336,0.0688,0.868,1
5453,0.906,0.186,0.0198,0.961,1
5454,0.126,0.3429999999999999,0.815,0.652,1
5461,0.991,0.15,0.0969,0.31,1
5465,0.995,0.262,0.0205,0.8909999999999999,1
5468,0.995,0.18,0.0857,0.8029999999999999,1
5469,0.93,0.483,0.414,1.09e-05,1
5471,0.932,0.205,0.13,0.000322,1
5472,0.974,0.0974,0.0109,0.6409999999999999,1
5487,0.0024,0.541,0.944,0.365,1
5489,0.985,0.3429999999999999,0.0442,0.852,1
5491,0.95,0.204,0.177,0.875,1
5512,0.0534,0.462,0.628,0.00025,1
5513,0.657,0.518,0.316,7.74e-06,1
5515,0.00654,0.163,0.94,0.0,1
5518,0.989,0.144,0.0615,0.915,1
5520,0.948,0.298,0.471,0.498,1
5524,0.994,0.536,0.00626,0.939,1
5531,1.4800000000000002e-05,0.423,0.931,0.241,1
5533,0.973,0.135,0.00257,0.8690000000000001,1
5539,0.298,0.354,0.65,0.8640000000000001,1
5548,0.965,0.331,0.0033,0.0,1
5551,0.8370000000000001,0.192,0.374,0.000897,1
5552,0.984,0.377,0.165,0.7609999999999999,1
5553,0.995,0.3779999999999999,0.0886,0.89,1
5554,0.862,0.331,0.375,0.0,1
5557,0.991,0.153,0.0276,0.062,1
5558,0.531,0.5,0.445,0.923,1
5571,0.958,0.369,0.309,0.000242,1
5573,0.938,0.406,0.236,0.88,1
5577,0.994,0.266,0.0168,0.945,1
5580,9.31e-05,0.537,0.917,1.02e-06,1
5582,0.901,0.198,0.0313,0.866,1
5587,0.000388,0.526,0.93,0.0117,1
5588,0.917,0.373,0.222,0.0042899999999999,1
5590,0.994,0.24,0.251,0.958,1
5591,0.961,0.618,0.00123,0.271,1
5592,0.972,0.364,0.158,0.903,1
5596,0.97,0.314,0.00849,0.961,1
5597,0.932,0.451,0.211,0.00936,1
5611,0.564,0.148,0.0756,0.7290000000000001,1
5618,0.964,0.321,0.2739999999999999,0.91,1
5619,0.979,0.174,0.113,7.92e-05,1
5624,0.99,0.161,0.0638,0.0451,1
5626,0.083,0.429,0.82,0.0243,1
5633,0.938,0.187,0.109,0.867,1
5634,0.982,0.144,0.079,0.898,1
5635,0.625,0.354,0.462,3.05e-05,1
5641,0.994,0.3379999999999999,0.0438,0.8909999999999999,1
5642,0.000554,0.493,0.963,3.65e-05,1
5646,0.94,0.27,0.172,0.944,1
5649,0.993,0.134,0.1689999999999999,0.0019399999999999,1
5659,0.887,0.357,0.00648,0.6779999999999999,1
5661,6.52e-05,0.233,0.8590000000000001,0.000129,1
5664,0.953,0.188,0.102,0.0,1
5676,0.013,0.53,0.516,0.0,1
5677,0.941,0.522,0.192,0.873,1
5681,0.895,0.1639999999999999,0.0907,0.953,1
5682,0.976,0.465,0.0811,0.591,1
5686,0.994,0.493,0.178,0.93,1
5690,0.87,0.624,0.211,0.573,1
5693,0.992,0.286,0.0113,0.871,1
5695,0.99,0.118,0.157,0.728,1
5701,0.0467,0.5429999999999999,0.499,0.00242,1
5704,0.802,0.541,0.474,0.0198,1
5706,0.974,0.366,0.233,0.868,1
5711,0.00147,0.364,0.7509999999999999,0.000132,1
5715,0.991,0.297,0.012,0.96,1
5728,0.000159,0.5579999999999999,0.913,2.36e-05,1
5732,0.987,0.16,0.0348,0.909,1
5739,0.992,0.416,0.00214,0.917,1
5741,0.965,0.6679999999999999,0.0829,0.1009999999999999,1
5744,0.983,0.186,0.00228,0.945,1
5746,0.958,0.462,0.0592,0.918,1
5749,0.982,0.384,0.0605,0.943,1
5752,0.00835,0.555,0.62,0.0,1
5753,0.883,0.265,0.118,0.531,1
5756,0.983,0.506,0.18,0.0915,1
5765,0.805,0.0646,0.0883,0.899,1
5766,0.906,0.367,0.215,3.72e-06,1
5770,0.99,0.179,0.00603,0.923,1
5774,0.843,0.488,0.0629,0.406,1
5775,0.959,0.718,0.327,0.157,1
5779,0.0101,0.604,0.9,0.0138,1
5784,0.948,0.225,0.1159999999999999,0.612,1
5785,0.544,0.28,0.475,0.833,1
5788,0.989,0.272,0.0723,0.934,1
5791,0.914,0.59,0.41,0.932,1
5794,0.965,0.467,0.284,0.725,1
5796,0.909,0.48,0.4539999999999999,0.909,1
5798,0.00103,0.503,0.8140000000000001,0.000151,1
5804,0.986,0.316,0.0509,0.931,1
5805,0.889,0.593,0.1689999999999999,0.000108,1
5807,0.937,0.205,0.0296,0.8740000000000001,1
5809,0.97,0.159,0.0533,0.8340000000000001,1
5810,0.336,0.6859999999999999,0.664,0.735,1
5811,0.81,0.682,0.2739999999999999,0.385,1
5812,0.99,0.288,0.171,0.736,1
5821,6.97e-06,0.284,0.892,0.00357,1
5828,0.956,0.276,0.0882,0.0004599999999999,1
5829,0.7340000000000001,0.3879999999999999,0.54,0.838,1
5830,0.977,0.2289999999999999,0.114,0.88,1
5831,0.99,0.105,0.0334,0.926,1
5838,0.962,0.466,0.267,0.914,1
5840,0.98,0.174,0.295,0.8809999999999999,1
5841,0.432,0.5820000000000001,0.748,0.0,1
5844,0.917,0.497,0.415,0.908,1
5845,0.156,0.504,0.3979999999999999,7.25e-05,1
5850,0.921,0.315,0.326,0.906,1
5851,6.4e-05,0.446,0.965,0.000136,1
5853,0.0241,0.276,0.726,0.818,1
5864,0.979,0.146,0.0659,0.94,1
5865,0.991,0.503,0.0114,0.904,1
5866,0.815,0.221,0.161,0.7490000000000001,1
5868,0.529,0.4539999999999999,0.26,0.000778,1
5872,6.829999999999999e-05,0.52,0.78,2.03e-06,1
5873,0.986,0.4039999999999999,0.0691,0.000709,1
5875,0.991,0.35,0.1009999999999999,0.833,1
5880,0.953,0.597,0.2689999999999999,0.947,1
5887,0.871,0.147,0.3979999999999999,4.31e-05,1
5888,0.959,0.1989999999999999,0.191,0.951,1
5889,0.8959999999999999,0.278,0.136,0.6709999999999999,1
5891,0.966,0.527,0.395,0.205,1
5893,0.952,0.471,0.377,0.633,1
5895,0.93,0.183,0.2319999999999999,0.862,1
5898,0.989,0.4029999999999999,0.0735,0.0161,1
5899,0.99,0.445,0.0523,0.97,1
5903,0.5379999999999999,0.292,0.198,0.0,1
5905,0.962,0.214,0.0024,0.221,1
5907,0.95,0.322,0.148,0.4639999999999999,1
5909,0.794,0.171,0.38,0.919,1
5913,0.000658,0.546,0.847,0.867,1
5914,0.983,0.335,0.023,0.000143,1
5924,0.995,0.204,0.0541,0.88,1
5932,0.948,0.162,0.15,0.622,1
5934,0.861,0.471,0.278,0.0592,1
5935,0.887,0.155,0.0256,0.902,1
5937,7.92e-05,0.208,0.8170000000000001,5.5700000000000005e-05,1
5939,0.996,0.406,0.0376,0.934,1
5940,0.789,0.385,0.488,0.0,1
5942,0.8540000000000001,0.0819,0.134,0.912,1
5946,3.4200000000000005e-05,0.474,0.983,0.00754,1
5954,0.992,0.489,0.00243,0.963,1
5959,0.8740000000000001,0.446,0.289,0.55,1
5964,0.98,0.286,0.242,0.866,1
5965,0.945,0.193,0.295,0.00838,1
5970,0.893,0.54,0.309,9.03e-06,1
5974,0.904,0.188,0.043,8.44e-06,1
5978,0.498,0.351,0.286,0.912,1
5981,0.968,0.3939999999999999,0.248,0.0,1
5985,0.958,0.157,0.0308,0.957,1
5986,0.7879999999999999,0.119,0.346,2.2e-05,1
5991,0.908,0.177,0.462,0.000436,1
5994,0.504,0.43,0.371,0.971,1
5995,0.986,0.0783,0.0262,0.964,1
6000,0.947,0.207,0.0342,0.0105,1
6002,0.986,0.33,0.2019999999999999,0.912,1
6006,7.900000000000001e-05,0.478,0.904,0.7340000000000001,1
6016,7.91e-05,0.442,0.954,0.000273,1
6018,0.987,0.146,0.0383,0.929,1
6020,0.024,0.4679999999999999,0.591,0.000112,1
6021,0.915,0.0954,0.0987,0.8959999999999999,1
6029,0.933,0.226,0.0604,0.902,1
6031,0.927,0.2289999999999999,0.181,0.8809999999999999,1
6032,3.3e-05,0.359,0.963,0.867,1
6034,0.967,0.437,0.272,0.913,1
6035,0.995,0.207,0.00769,0.966,1
6037,0.7929999999999999,0.355,0.429,5.2e-05,1
6039,0.995,0.487,0.00188,0.96,1
6041,0.927,0.522,0.144,0.8290000000000001,1
6043,0.994,0.395,0.0456,0.873,1
6048,5.37e-06,0.346,0.941,0.0,1
6049,0.955,0.165,0.214,0.916,1
6054,0.000221,0.48,0.987,0.00275,1
6055,0.979,0.291,0.0922,0.385,1
6057,0.00161,0.31,0.944,5.2900000000000005e-05,1
6059,0.971,0.0813,0.0135,0.919,1
6064,0.853,0.316,0.3779999999999999,0.0,1
6074,0.902,0.455,0.28,9.85e-06,1
6090,0.000429,0.48,0.8740000000000001,0.1,1
6098,0.7190000000000001,0.132,0.145,0.906,1
6104,0.96,0.392,0.307,0.0451,1
6105,0.993,0.434,0.0279,0.935,1
6114,0.986,0.212,0.0343,0.759,1
6116,0.981,0.176,0.0381,0.131,1
6118,0.938,0.346,0.276,0.812,1
6119,0.00316,0.4639999999999999,0.763,0.00196,1
6122,0.846,0.0984,0.0443,0.809,1
6125,8.66e-06,0.445,0.966,0.238,1
6127,0.895,0.344,0.123,0.964,1
6129,0.88,0.417,0.6559999999999999,0.321,1
6131,0.967,0.309,0.0662,0.0518,1
6134,0.347,0.665,0.926,0.00229,1
6138,0.992,0.3429999999999999,0.00822,0.901,1
6139,0.907,0.249,0.0773,0.893,1
6145,0.95,0.367,0.178,0.423,1
6146,0.972,0.25,0.0269,0.0288,1
6147,0.937,0.0651,0.182,0.847,1
6149,0.0106,0.204,0.104,0.828,1
6152,0.8079999999999999,0.141,0.052,0.931,1
6158,0.975,0.1689999999999999,0.0951,0.805,1
6161,0.0006929999999999,0.446,0.978,3.72e-06,1
6162,0.993,0.43,0.0232,0.019,1
6166,0.964,0.304,0.00536,0.0151,1
6169,0.994,0.27,0.0171,0.921,1
6170,0.957,0.208,0.0326,0.969,1
6176,0.901,0.0809,0.0863,0.75,1
6178,0.989,0.3879999999999999,0.00484,0.8809999999999999,1
6179,0.991,0.508,0.0076599999999999,0.873,1
6181,0.979,0.184,0.157,0.000423,1
6187,0.945,0.2019999999999999,0.186,0.906,1
6196,0.99,0.158,0.374,0.8590000000000001,1
6197,0.955,0.145,0.00649,0.0618,1
6201,0.993,0.419,0.0796,0.942,1
6205,0.905,0.4479999999999999,0.44,0.000175,1
6208,2.99e-06,0.401,0.948,0.907,1
6209,0.958,0.141,0.0734,0.917,1
6211,0.8320000000000001,0.564,0.331,0.769,1
6215,0.371,0.17,0.406,0.835,1
6216,0.8370000000000001,0.107,0.136,0.8740000000000001,1
6221,0.992,0.44,0.129,0.921,1
6222,0.868,0.324,0.0284,0.6829999999999999,1
6226,0.948,0.258,0.129,0.585,1
6228,0.871,0.569,0.174,0.867,1
6230,0.951,0.0677,0.139,0.867,1
6231,0.962,0.222,0.354,0.0551,1
6240,0.8959999999999999,0.259,0.198,0.679,1
6245,0.98,0.184,0.0295,0.557,1
6248,0.985,0.346,0.032,0.8190000000000001,1
6254,0.99,0.379,0.00771,0.944,1
6258,0.934,0.486,0.2,0.901,1
6268,0.994,0.2189999999999999,0.0122,0.181,1
6272,0.979,0.412,0.236,0.862,1
6275,0.000508,0.288,0.988,5.7e-05,1
6281,0.0126,0.3229999999999999,0.948,0.000279,1
6287,0.964,0.0832,0.0282,0.871,1
6291,0.647,0.125,0.46,0.846,1
6295,0.924,0.502,0.0759,0.00588,1
6300,0.944,0.203,0.0654,1.42e-05,1
6301,0.995,0.284,0.0198,0.89,1
6302,0.991,0.122,0.0143,0.261,1
6303,0.937,0.1159999999999999,0.17,0.74,1
6305,0.6659999999999999,0.3829999999999999,0.638,0.8590000000000001,1
6307,1.46e-05,0.433,0.943,0.0314,1
6308,0.987,0.235,0.00674,0.845,1
6309,0.954,0.335,0.0691,0.00942,1
6310,0.991,0.148,0.00261,0.918,1
6312,0.993,0.174,0.0208,0.91,1
6321,0.8370000000000001,0.136,0.0868,0.506,1
6323,0.963,0.122,0.0458,0.8759999999999999,1
6324,0.99,0.256,0.0069099999999999,0.8370000000000001,1
6325,0.932,0.345,0.264,0.938,1
6326,0.974,0.375,0.0906,0.367,1
6329,0.993,0.401,0.00172,0.8340000000000001,1
6330,0.994,0.131,0.157,0.5489999999999999,1
6334,0.993,0.4529999999999999,0.0784,0.0001629999999999,1
6338,0.978,0.287,0.113,0.039,1
6341,0.994,0.3829999999999999,0.00183,0.939,1
6360,0.000475,0.374,0.982,0.0586,1
6365,0.833,0.3989999999999999,0.324,0.6709999999999999,1
6367,0.792,0.723,0.33,0.904,1
6368,0.000212,0.474,0.958,0.031,1
6371,0.0332,0.425,0.968,0.158,1
6376,0.372,0.5770000000000001,0.601,0.0,1
6379,0.908,0.4379999999999999,0.178,0.752,1
6382,0.000333,0.477,0.8590000000000001,0.000155,1
6389,0.00137,0.238,0.927,0.0,1
6391,0.989,0.208,0.0133,0.919,1
6399,0.7829999999999999,0.354,0.0487,0.484,1
6402,0.994,0.3289999999999999,0.0102,0.918,1
6406,0.957,0.386,0.131,0.838,1
6409,0.963,0.131,0.1369999999999999,0.88,1
6410,0.000123,0.513,0.983,0.000222,1
6414,0.987,0.235,0.3279999999999999,0.7859999999999999,1
6417,0.971,0.209,0.157,0.335,1
6425,0.901,0.182,0.107,0.898,1
6427,0.00285,0.46,0.951,0.833,1
6430,0.769,0.4629999999999999,0.326,0.0096,1
6435,0.976,0.241,0.0276,0.855,1
6439,0.8109999999999999,0.698,0.367,0.902,1
6444,0.934,0.218,0.135,0.905,1
6446,0.915,0.1689999999999999,0.0819,0.769,1
6453,0.957,0.154,0.0583,0.906,1
6454,0.00473,0.427,0.8340000000000001,1.8100000000000003e-05,1
6456,0.93,0.369,0.0461,0.000307,1
6457,0.961,0.304,0.12,0.0192,1
6459,0.00039,0.237,0.85,0.888,1
6467,0.994,0.309,0.0026,0.878,1
6475,0.996,0.585,0.0139999999999999,0.929,1
6483,0.723,0.253,0.109,0.6409999999999999,1
6488,0.636,0.23,0.1639999999999999,0.0025,1
6492,0.923,0.264,0.11,0.898,1
6494,0.911,0.5489999999999999,0.183,0.0,1
6501,0.685,0.473,0.397,1.67e-05,1
6505,0.984,0.48,0.0156,0.955,1
6506,0.895,0.1159999999999999,0.207,0.8859999999999999,1
6507,0.962,0.103,0.0113,0.946,1
6508,0.976,0.213,0.11,0.777,1
6510,0.978,0.34,0.1639999999999999,0.928,1
6513,0.979,0.205,0.062,0.809,1
6514,0.6579999999999999,0.417,0.4529999999999999,0.0,1
6525,0.971,0.168,0.0811,0.0478,1
6526,0.986,0.178,0.11,0.879,1
6536,0.995,0.228,0.00385,0.917,1
6538,0.87,0.069,0.0326,0.452,1
6545,0.985,0.27,0.134,0.687,1
6547,0.968,0.288,0.0519,0.3979999999999999,1
6549,0.8540000000000001,0.182,0.1889999999999999,0.8,1
6550,0.979,0.244,0.107,0.8690000000000001,1
6551,0.931,0.111,0.0562,0.943,1
6552,0.986,0.15,0.0348,0.956,1
6554,0.6729999999999999,0.537,0.556,4.25e-05,1
6555,0.994,0.629,0.255,0.933,1
6557,0.989,0.466,0.158,0.947,1
6560,0.995,0.309,0.0302,0.8909999999999999,1
6568,0.359,0.363,0.449,0.2789999999999999,1
6581,0.0004219999999999,0.135,0.941,0.0153,1
6583,7.929999999999999e-05,0.29,0.982,0.0,1
6591,0.988,0.241,0.0518,0.957,1
6592,0.991,0.414,0.0187,0.892,1
6597,0.994,0.258,0.0512,0.913,1
6601,0.992,0.264,0.0426,0.946,1
6620,0.984,0.065,0.0218,0.912,1
6625,0.000603,0.26,0.936,0.000218,1
6630,0.99,0.307,0.0595,0.883,1
6631,0.962,0.0663,0.00285,0.569,1
6638,0.921,0.336,0.0988,2.69e-06,1
6639,0.5529999999999999,0.176,0.121,0.865,1
6640,0.994,0.405,0.00358,0.84,1
6641,0.995,0.32,0.00868,0.906,1
6642,0.898,0.2239999999999999,0.0146,7.77e-06,1
6652,0.938,0.402,0.413,0.873,1
6653,0.954,0.4579999999999999,0.1969999999999999,0.755,1
6659,0.985,0.079,0.0442,0.115,1
6661,0.878,0.455,0.208,0.626,1
6662,0.913,0.258,0.106,0.7959999999999999,1
6663,0.000143,0.259,0.8959999999999999,0.00137,1
6664,0.97,0.547,0.23,0.884,1
6667,0.7959999999999999,0.51,0.000795,0.119,1
6673,0.995,0.469,0.00245,0.927,1
6679,0.0019399999999999,0.547,0.873,0.0242,1
6681,0.973,0.344,0.0556,0.862,1
6686,0.943,0.243,0.13,0.828,1
6687,0.455,0.366,0.1159999999999999,0.745,1
6688,0.973,0.147,0.1,0.8420000000000001,1
6691,0.94,0.173,0.1169999999999999,0.88,1
6693,0.975,0.3289999999999999,0.0867,0.93,1
6695,0.913,0.0798,0.00397,0.852,1
6706,0.703,0.395,0.312,0.853,1
6708,0.986,0.163,0.0132,0.336,1
6712,0.000424,0.23,0.7659999999999999,0.838,1
6716,0.00298,0.598,0.6829999999999999,0.0252,1
6722,0.000183,0.495,0.925,0.131,1
6724,0.4429999999999999,0.119,0.177,0.957,1
6725,0.995,0.465,0.00412,0.953,1
6727,0.968,0.532,0.115,0.000548,1
6731,0.975,0.246,0.0366,0.934,1
6737,0.912,0.133,0.0136,0.894,1
6740,0.98,0.157,0.0114,0.081,1
6743,0.8170000000000001,0.2289999999999999,0.289,1.3800000000000002e-05,1
6744,0.108,0.541,0.685,0.8240000000000001,1
6745,0.858,0.129,0.1939999999999999,0.816,1
6750,0.939,0.0919,0.0651,0.909,1
6755,0.932,0.331,0.331,0.895,1
6756,0.0158,0.599,0.906,2.47e-05,1
6758,0.742,0.143,0.105,0.889,1
6764,0.142,0.171,0.485,0.6779999999999999,1
6765,0.993,0.316,0.111,0.8859999999999999,1
6770,0.642,0.245,0.5,5.79e-05,1
6771,0.963,0.308,0.217,0.858,1
6776,0.00432,0.618,0.8109999999999999,0.104,1
6780,0.4039999999999999,0.605,0.3329999999999999,0.939,1
6782,0.973,0.3879999999999999,0.301,0.221,1
6787,0.939,0.276,0.0512,0.179,1
6788,0.94,0.134,0.0338,0.978,1
6790,0.993,0.337,0.143,0.903,1
6793,3.37e-05,0.369,0.937,0.301,1
6794,0.8959999999999999,0.0783,0.0523,0.945,1
6796,0.947,0.481,0.263,0.00198,1
6804,0.000154,0.488,0.964,0.726,1
6805,0.948,0.267,0.2319999999999999,0.2239999999999999,1
